,familyID,year,composition,headCount,ageHead,liquidWealth,laborIncome,costPerPerson,totalExpense,participation,investmentAmount,annuityIRA,wealthWithoutHomeEquity,wealthWithHomeEquity,HomeEquity,maritalStatus,employmentStatus,education,race,industry,ownership,skillLevel,financeExperience,ageGroup,decadeGroup,stockInvestmentRatio
1012,1406,1999,0,3,32,1.17,17.61,8.7,26.1,0,0.0,0.0,4.11,11.74,7.63,Divorced,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
1013,2358,1999,0,2,51,0.0,0.0,9.51,19.02,0,0.0,0.0,2.94,52.25,49.32,Married,unemployed,highSchool,Black,noneFinance,owner,Low,No,40-60,1990s,0.0
1014,2555,1999,1,1,43,0.0,1.76,7.78,7.78,0,0.0,0.0,0.0,0.0,0.0,neverMarried,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,0.0
1015,4960,1999,5,2,41,0.0,7.05,7.79,15.58,0,0.0,0.0,-0.23,-0.23,0.0,neverMarried,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,-0.0
1016,305,1999,1,7,47,0.0,0.36,1.21,8.45,0,0.0,0.0,0.0,0.0,0.0,Divorced,unemployed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s,0.0
1019,2556,1999,0,2,53,14.09,0.0,10.21,20.42,0,0.0,90.42,333.48,433.3,99.81,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1020,3068,1999,0,4,32,2.35,73.98,9.59,38.35,0,0.0,0.0,9.39,53.43,44.03,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
1023,3757,1999,1,2,55,0.0,34.45,9.65,19.3,0,0.0,0.0,2.23,39.81,37.58,Widowed,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1027,2997,1999,0,4,42,0.05,52.84,6.48,25.91,0,0.0,0.0,4.74,-35.88,-40.62,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
1030,432,1999,0,1,54,4.7,32.88,29.0,29.0,0,0.0,41.1,65.76,183.18,117.42,Divorced,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
1031,640,1999,0,1,36,0.0,39.92,18.48,18.48,1,4.11,0.0,127.05,174.02,46.97,neverMarried,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.03234946871310508
1032,6179,1999,4,5,33,17.61,72.22,7.1,35.5,1,17.61,0.0,83.37,115.66,32.29,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.21122706009355882
1037,2468,1999,0,3,31,2.05,66.49,9.79,29.37,1,5.87,123.3,158.23,202.39,44.16,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.037097895468621626
1038,250,1999,0,2,52,3.52,86.66,21.2,42.4,0,0.0,0.0,22.78,95.58,72.8,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
1040,429,1999,1,3,50,23.48,73.98,24.07,72.21,1,5.87,317.05,378.69,566.57,187.88,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.015500805408117458
1041,1077,1999,1,3,47,21.14,126.82,33.41,100.23,1,29.36,352.27,429.77,870.11,440.34,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.06831561067547759
1044,1132,1999,0,2,39,1.17,57.54,15.94,31.88,0,0.0,0.0,20.9,45.56,24.66,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
1045,6437,1999,0,1,35,0.0,7.63,20.99,20.99,0,0.0,0.0,-35.23,-35.23,0.0,neverMarried,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s,-0.0
1046,5704,1999,0,5,44,176.14,164.39,17.21,86.05,0,0.0,0.0,366.36,398.07,31.7,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
1047,1853,1999,0,4,45,0.59,50.71,8.29,33.15,0,0.0,4.11,10.27,10.27,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s,0.0
1048,5999,1999,0,6,40,5.87,27.48,10.83,64.96,0,0.0,3.52,46.27,46.27,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
1049,534,1999,1,4,48,0.0,66.34,16.24,64.97,0,0.0,0.0,6.46,44.04,37.58,Married,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s,0.0
1050,1288,1999,0,3,47,41.1,151.48,10.9,32.71,0,0.0,0.0,193.75,250.11,56.36,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1051,533,1999,0,1,58,0.23,0.0,7.64,7.64,0,0.0,0.0,2.0,2.0,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s,0.0
1053,4604,1999,0,4,36,7.05,51.08,7.35,29.41,1,1.17,0.0,2.35,2.35,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.49787234042553186
1054,2425,1999,1,6,39,56.36,63.41,5.92,35.54,0,0.0,0.0,91.59,162.05,70.45,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
1056,3937,1999,1,4,37,1.41,53.43,4.77,19.08,0,0.0,0.0,-10.33,-10.33,0.0,Married,unemployed,highSchool,Latino,noneFinance,renter,Low,No,20-40,1990s,-0.0
1058,2462,1999,0,3,40,4.7,34.05,4.65,13.95,0,0.0,0.0,10.57,10.57,0.0,Married,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s,0.0
1059,1493,1999,0,2,48,82.2,54.02,17.26,34.52,0,0.0,0.0,506.1,604.38,98.28,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1060,6837,1999,0,6,33,2.35,57.54,8.67,52.04,0,0.0,0.0,237.67,295.2,57.54,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
1061,2535,1999,0,4,42,3.52,152.65,14.89,59.57,1,88.07,234.85,334.89,420.61,85.72,Married,employed,postGraduate,White,finance,owner,High,Yes,40-60,1990s,0.26298187464540596
1062,965,1999,1,3,55,17.61,61.06,19.05,57.14,1,17.61,704.55,894.77,1025.11,130.34,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.019681035349866444
1063,964,1999,0,2,57,0.12,4.7,6.99,13.98,0,0.0,0.0,-8.1,-8.1,0.0,Married,retired,highSchool,AmericanIndian,noneFinance,renter,Low,No,40-60,1990s,-0.0
1065,4023,1999,0,2,54,35.23,27.01,11.0,22.0,0,0.0,42.27,92.77,143.15,50.38,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1066,5810,1999,0,4,36,16.44,143.26,8.84,35.36,1,11.74,35.23,68.11,138.56,70.45,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.17236822786668624
1067,4073,1999,0,6,33,5.87,4.7,10.11,60.66,1,0.59,0.59,241.89,245.42,3.52,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.002439125222208442
1070,4936,1999,2,2,46,2.35,50.49,11.53,23.06,0,0.0,0.47,2.82,52.72,49.91,Separated,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1072,5861,1999,0,2,47,9.39,34.05,12.55,25.1,1,35.23,0.0,43.45,43.45,0.0,Divorced,retired,college,White,noneFinance,renter,High,No,40-60,1990s,0.8108170310701955
1073,4706,1999,0,1,52,21.14,69.28,16.77,16.77,0,0.0,16.44,42.27,49.32,7.05,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1074,4646,1999,0,2,30,2.23,78.67,18.7,37.41,0,0.0,0.0,-26.19,-15.62,10.57,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,-0.0
1076,2193,1999,8,3,57,46.97,146.78,30.37,91.11,0,0.0,234.85,240.72,311.17,70.45,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
1077,4113,1999,0,1,45,0.82,24.66,11.26,11.26,0,0.0,0.0,4.34,4.34,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s,0.0
1078,3298,1999,0,5,42,5.87,83.47,7.11,35.56,0,0.0,0.0,11.74,52.84,41.1,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
1081,5812,1999,0,4,47,29.36,8.22,26.92,107.69,0,0.0,387.5,706.89,1016.89,310.0,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
1082,2174,1999,0,1,53,8.81,24.66,20.46,20.46,0,0.0,1.77,31.72,31.72,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s,0.0
1085,4422,1999,0,3,50,2.11,66.12,9.8,29.4,0,0.0,0.0,25.6,39.69,14.09,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1087,2208,1999,0,3,45,23.48,96.88,8.77,26.3,1,164.39,0.0,211.36,352.27,140.91,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.7777725208175623
1088,1155,1999,1,3,58,11.74,146.78,31.91,95.72,0,0.0,17.61,1001.63,1195.38,193.75,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
1090,4645,1999,0,2,52,93.94,56.95,13.26,26.52,1,110.38,111.55,327.61,415.68,88.07,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.3369250022893074
1092,1452,1999,1,2,56,1.76,58.71,30.08,60.17,1,0.59,164.39,207.14,244.71,37.58,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0028483151491744715
1093,2110,1999,0,4,34,11.74,481.44,24.18,96.73,0,0.0,3.88,128.93,211.13,82.2,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
1095,1556,1999,0,2,59,23.48,60.47,14.74,29.48,1,76.33,93.94,257.75,416.27,158.52,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.29613967022308435
1097,1802,1999,0,2,43,3.17,46.79,12.77,25.55,0,0.0,0.0,-14.43,-14.43,0.0,Married,unemployed,college,White,noneFinance,owner,High,No,40-60,1990s,-0.0
1098,2610,1999,1,3,36,2.35,16.44,4.26,12.77,0,0.0,0.0,2.94,2.94,0.0,Divorced,unemployed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
1101,1951,1999,1,3,53,0.0,37.58,11.49,34.47,0,0.0,0.0,0.0,5.87,5.87,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1102,6673,1999,3,1,35,0.0,11.74,8.73,8.73,0,0.0,0.0,-1.41,-1.41,0.0,Divorced,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s,-0.0
1104,2906,1999,1,1,59,1.17,23.02,18.27,18.27,1,14.09,7.05,31.7,32.76,1.06,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.4444794952681388
1105,4070,1999,0,4,38,2.35,72.8,11.29,45.16,0,0.0,0.0,15.85,42.86,27.01,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
1106,3902,1999,0,4,39,5.87,108.03,12.03,48.12,1,35.23,52.84,91.59,170.27,78.67,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.38464897914619495
1108,3242,1999,0,5,43,0.0,85.72,6.29,31.46,1,52.84,7.05,64.58,99.81,35.23,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.8182099721275937
1109,4603,1999,1,2,56,3.52,2.47,16.65,33.31,0,0.0,0.0,4.7,85.72,81.02,Married,employed,highSchool,Latino,noneFinance,owner,Low,No,40-60,1990s,0.0
1110,5200,1999,0,2,34,7.05,67.67,9.83,19.67,0,0.0,4.7,19.38,19.38,0.0,Divorced,employed,highSchool,Latino,noneFinance,renter,Low,No,20-40,1990s,0.0
1111,6924,1999,5,4,33,4.7,76.33,11.01,44.06,0,0.0,0.0,108.73,165.1,56.36,neverMarried,employed,highSchool,Latino,noneFinance,owner,Low,No,20-40,1990s,0.0
1114,2536,1999,0,1,44,17.61,65.76,32.64,32.64,1,76.33,58.71,200.21,258.92,58.71,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.3812496878277808
1116,2036,1999,0,2,48,0.59,73.98,19.22,38.44,0,0.0,7.05,20.55,62.82,42.27,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1117,3617,1999,0,2,36,0.41,29.36,11.76,23.51,0,0.0,0.0,3.93,3.93,0.0,neverMarried,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
1119,1595,1999,1,2,31,5.87,68.11,14.09,28.17,0,0.0,93.94,110.38,110.38,0.0,neverMarried,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s,0.0
1121,4374,1999,1,2,30,49.32,148.86,15.47,30.95,1,0.06,6.81,68.16,68.16,0.0,Married,unemployed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s,0.0008802816901408451
1123,3978,1999,0,3,49,46.97,117.42,12.85,38.54,0,0.0,0.0,88.07,166.16,78.09,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
1125,5935,1999,0,5,43,1.76,52.23,9.02,45.09,1,11.74,7.05,19.38,86.31,66.93,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.6057791537667699
1126,4590,1999,0,4,44,1.64,75.15,10.12,40.49,0,0.0,0.0,-7.75,3.99,11.74,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,-0.0
1127,5753,1999,0,4,41,4.7,99.81,14.2,56.8,0,0.0,0.0,92.77,150.3,57.54,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1129,2021,1999,1,4,41,0.06,25.48,7.15,28.6,0,0.0,0.0,-41.04,-26.95,14.09,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,-0.0
1131,4344,1999,0,4,42,1.76,22.31,6.2,24.81,0,0.0,0.0,25.25,72.22,46.97,Divorced,employed,college,White,finance,owner,High,Yes,40-60,1990s,0.0
1132,2783,1999,1,4,35,8.22,38.75,11.46,45.86,1,10.57,14.09,225.45,251.29,25.83,Married,employed,postGraduate,White,finance,owner,High,Yes,20-40,1990s,0.04688400975826126
1133,4953,1999,0,3,44,117.42,153.83,22.95,68.86,1,35.23,0.0,300.61,365.19,64.58,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.11719503675859085
1135,4018,1999,2,2,44,17.61,216.06,26.82,53.63,1,234.85,117.42,372.23,372.23,0.0,Divorced,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s,0.6309271149558069
1136,4860,1999,0,3,40,3.52,171.88,20.36,61.09,1,11.74,0.0,9.39,126.82,117.42,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
1138,364,1999,0,5,40,0.12,42.98,4.68,23.41,0,0.0,0.0,7.16,9.86,2.7,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
1139,2932,1999,0,4,40,5.87,97.46,8.45,33.81,0,0.0,11.04,23.95,32.17,8.22,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
1140,213,1999,0,4,41,4.11,77.27,12.51,50.05,0,0.0,2.35,-0.59,29.94,30.53,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,-0.0
1141,5124,1999,2,5,43,1.17,64.58,6.53,32.67,0,0.0,0.0,7.05,7.05,0.0,Divorced,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s,0.0
1144,5595,1999,5,3,44,5.87,17.61,12.17,36.51,0,0.0,0.0,13.74,13.74,0.0,Widowed,employed,highSchool,White,noneFinance,renter,Low,No,40-60,1990s,0.0
1145,1123,1999,0,4,38,7.05,44.03,8.43,33.73,0,0.0,0.0,30.53,30.53,0.0,Married,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s,0.0
1147,6374,1999,0,4,34,3.52,80.79,10.3,41.2,0,0.0,0.0,12.62,34.93,22.31,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
1148,1471,1999,2,2,49,0.0,57.54,16.3,32.6,0,0.0,0.0,1.64,48.61,46.97,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1150,6625,1999,0,2,57,352.27,234.85,17.76,35.53,1,234.85,0.0,3229.17,3464.02,234.85,Married,retired,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.07272766686176324
1151,361,1999,0,4,34,58.71,64.58,9.98,39.92,1,37.58,29.36,3149.32,3384.17,234.85,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.011932734685582919
1152,6271,1999,0,4,35,105.68,58.71,10.89,43.56,1,7.05,0.0,118.6,365.19,246.59,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.05944350758853288
1153,1594,1999,1,4,31,1.17,88.07,12.14,48.56,0,0.0,52.84,77.5,230.15,152.65,Married,employed,postGraduate,White,finance,owner,High,Yes,20-40,1990s,0.0
1155,74,1999,0,2,45,83.37,65.76,55.63,111.26,1,12.92,0.47,289.33,305.77,16.44,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.044654892337469325
1156,3658,1999,0,4,46,7.05,92.77,10.44,41.76,0,0.0,0.0,19.96,78.67,58.71,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1159,3689,1999,0,2,54,0.12,96.29,15.86,31.72,0,0.0,0.0,41.22,122.24,81.02,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1160,233,1999,0,3,34,2.94,21.14,5.76,17.29,0,0.0,5.87,22.9,122.71,99.81,Divorced,employed,college,White,finance,owner,High,Yes,20-40,1990s,0.0
1162,1875,1999,0,4,38,5.87,64.58,9.21,36.86,1,29.36,0.0,67.7,67.7,0.0,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.4336779911373707
1164,405,1999,0,2,53,3.17,37.58,9.81,19.62,0,0.0,0.0,32.53,30.18,-2.35,Divorced,employed,college,Black,noneFinance,owner,High,No,40-60,1990s,0.0
1167,455,1999,0,2,58,293.56,0.0,21.65,43.31,1,176.14,117.42,2841.67,2996.67,155.0,Married,retired,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.061984678023838086
1168,1620,1999,0,2,49,1.29,31.7,8.52,17.04,0,0.0,0.0,-1.53,-1.53,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s,-0.0
1169,1325,1999,3,4,46,1.17,3.15,2.77,11.09,0,0.0,0.0,2.52,2.52,0.0,Separated,employed,college,White,noneFinance,renter,High,No,40-60,1990s,0.0
1170,1146,1999,2,4,42,1.17,39.92,5.51,22.02,1,3.52,0.0,-17.03,35.81,52.84,Married,unemployed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1172,2249,1999,0,3,53,0.7,76.33,10.96,32.89,0,0.0,117.42,143.96,249.64,105.68,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
1174,4921,1999,1,5,51,41.1,213.71,20.8,104.02,1,52.84,293.56,685.76,973.45,287.69,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.07705319645356977
1177,4568,1999,0,2,51,9.39,58.71,51.04,102.07,1,21.72,76.33,4116.31,3974.22,-142.08,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.005276570520684787
1178,1237,1999,1,2,51,5.87,67.52,12.41,24.83,0,0.0,11.74,52.84,158.52,105.68,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
1181,1838,1999,0,4,51,105.68,103.33,5.28,21.12,1,293.56,234.85,669.32,868.94,199.62,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.4385943943106436
1182,6712,1999,0,4,51,1.41,72.8,9.71,38.82,0,0.0,9.39,272.66,472.28,199.62,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1184,287,1999,0,1,55,11.74,0.0,67.28,67.28,0,0.0,0.0,589.23,482.38,-106.86,Married,unemployed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1185,2920,1999,0,2,34,0.0,14.09,6.72,13.45,0,0.0,0.0,-65.76,-48.14,17.61,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,-0.0
1187,1897,1999,1,3,31,2.35,64.58,8.01,24.03,1,46.97,0.0,82.78,106.27,23.48,Married,employed,highSchool,White,noneFinance,owner,Low,No,20-40,1990s,0.5674075863735202
1191,4443,1999,0,1,42,5.87,42.27,56.79,56.79,1,293.56,23.48,338.18,514.32,176.14,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.868058430421669
1192,4918,1999,0,2,51,5.87,364.02,51.87,103.73,0,0.0,76.33,130.34,294.73,164.39,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
1193,6511,1999,0,1,36,0.0,12.92,11.77,11.77,0,0.0,0.0,-149.13,-149.13,0.0,neverMarried,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s,-0.0
1194,6530,1999,8,1,33,0.0,32.88,15.14,15.14,0,0.0,0.0,-58.71,-58.71,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s,-0.0
1195,2514,1999,0,2,52,105.68,123.3,11.38,22.75,0,0.0,34.05,186.7,333.48,146.78,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1197,4497,1999,0,2,46,70.45,227.8,18.61,37.22,1,88.07,11.74,217.82,270.66,52.84,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.4043246717473143
1198,3838,1999,0,1,51,88.07,118.11,37.95,37.95,1,244.67,407.74,916.61,998.8,82.2,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.2669292283522981
1199,2006,1999,0,2,44,2.94,51.67,22.12,44.23,1,46.97,23.48,69.87,74.56,4.7,Divorced,employed,postGraduate,White,finance,owner,High,Yes,40-60,1990s,0.6722484614283669
1200,6167,1999,0,3,35,7.05,91.59,11.11,33.33,1,35.23,11.74,63.59,104.68,41.1,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.5540179273470671
1202,6212,1999,0,3,38,9.39,72.8,11.11,33.34,0,0.0,23.48,88.07,146.78,58.71,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
1204,5364,1999,1,1,51,0.11,0.0,10.39,10.39,0,0.0,0.0,14.78,50.01,35.23,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.0
1205,4839,1999,1,1,53,0.0,60.18,52.73,52.73,0,0.0,0.0,-56.95,-56.95,0.0,Divorced,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s,-0.0
1207,5682,1999,0,1,50,2.94,56.36,75.82,75.82,0,0.0,0.0,-14.68,13.5,28.18,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,-0.0
1208,2730,1999,0,3,53,1.76,20.43,6.17,18.5,0,0.0,0.0,41.69,41.69,0.0,Married,unemployed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s,0.0
1209,148,1999,0,3,54,29.36,110.14,15.82,47.46,1,35.23,0.0,129.17,253.64,124.47,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.2727413486103584
1210,713,1999,0,1,52,0.0,35.23,17.25,17.25,0,0.0,0.0,23.48,82.2,58.71,Divorced,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s,0.0
1211,6538,1999,0,4,38,0.0,73.98,11.0,43.99,0,0.0,0.0,-15.27,8.22,23.48,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s,-0.0
1213,3156,1999,0,1,33,5.87,27.59,6.88,6.88,0,0.0,0.0,92.77,210.19,117.42,Divorced,employed,college,White,noneFinance,owner,High,No,20-40,1990s,0.0
1215,5706,1999,0,1,41,1.06,18.79,13.34,13.34,0,0.0,0.0,8.1,8.1,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s,0.0
1217,6380,1999,1,2,48,0.0,0.0,7.14,14.29,0,0.0,0.0,0.0,0.0,0.0,Widowed,unemployed,college,Black,finance,renter,High,Yes,40-60,1990s,0.0
1219,4155,1999,0,3,57,5.87,100.79,20.86,62.58,0,0.0,0.0,324.68,324.68,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s,0.0
1222,3006,1999,0,2,56,10.57,99.3,11.94,23.87,1,29.36,46.97,97.46,414.51,317.05,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.3012517956084548
1224,897,1999,0,1,52,1.17,0.0,20.05,20.05,0,0.0,0.0,22.31,22.31,0.0,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1225,5533,1999,0,2,50,4.11,35.23,15.62,31.24,0,0.0,7.05,124.82,185.88,61.06,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1227,3682,1999,0,4,57,11.74,56.66,13.17,52.7,1,9.39,64.58,194.92,321.74,126.82,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.04817360968602504
1229,1953,1999,0,5,35,2.35,35.23,7.97,39.84,0,0.0,25.83,10.57,116.25,105.68,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s,0.0
1230,4728,1999,1,4,34,7.05,106.86,9.19,36.78,0,0.0,0.0,314.7,314.7,0.0,Married,employed,postGraduate,otherRace,noneFinance,renter,High,No,20-40,1990s,0.0
1232,66,1999,0,5,43,12.92,76.33,6.35,31.76,1,25.83,0.0,37.58,216.06,178.48,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.687333688131985
1233,189,1999,0,1,36,0.7,58.71,13.24,13.24,0,0.0,0.0,124.59,124.59,0.0,neverMarried,employed,college,White,noneFinance,renter,High,No,20-40,1990s,0.0
1237,5518,1999,0,4,48,23.48,106.86,17.21,68.85,0,0.0,82.2,126.82,302.95,176.14,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s,0.0
1238,3681,1999,0,4,48,70.45,0.0,18.63,74.5,1,704.55,1467.8,2377.84,3434.66,1056.82,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s,0.2962983211654274
1239,4890,1999,0,2,47,352.27,73.39,13.97,27.94,1,82.2,0.0,634.09,769.13,135.04,Married,unemployed,college,White,noneFinance,owner,High,No,40-60,1990s,0.12963459445819994
