,Unnamed: 0,familyID,year,composition,headCount,ageHead,liquidWealth,laborIncome,costPerPerson,totalExpense,participation,investmentAmount,annuityIRA,wealthWithoutHomeEquity,wealthWithHomeEquity,HomeEquity,maritalStatus,employmentStatus,education,race,industry,ownership,skillLevel,financeExperience,ageGroup,decadeGroup
1089,1227,3682,1999,0,4,57,11.74,56.66,13.17,52.7,1,9.39,64.58,194.92,321.74,126.82,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1091,1229,1953,1999,0,5,35,2.35,35.23,7.97,39.84,0,0.0,25.83,10.57,116.25,105.68,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
1092,1230,4728,1999,1,4,34,7.05,106.86,9.19,36.78,0,0.0,0.0,314.7,314.7,0.0,Married,employed,postGraduate,otherRace,noneFinance,renter,High,No,20-40,1990s
1094,1232,66,1999,0,5,43,12.92,76.33,6.35,31.76,1,25.83,0.0,37.58,216.06,178.48,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1095,1233,189,1999,0,1,36,0.7,58.71,13.24,13.24,0,0.0,0.0,124.59,124.59,0.0,neverMarried,employed,college,White,noneFinance,renter,High,No,20-40,1990s
1096,1237,5518,1999,0,4,48,23.48,106.86,17.21,68.85,0,0.0,82.2,126.82,302.95,176.14,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1098,1242,4219,1999,1,6,46,0.23,111.55,14.15,84.89,0,0.0,39.92,110.61,229.21,118.6,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1099,1243,6553,1999,0,5,39,11.74,64.58,5.87,29.33,0,0.0,31.7,66.93,301.78,234.85,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
1100,1246,2988,1999,0,2,60,4.7,76.44,12.01,24.01,1,12.92,10.57,169.09,169.09,0.0,Divorced,employed,postGraduate,White,finance,renter,High,Yes,60-80,1990s
1101,1248,6489,1999,1,1,55,0.06,0.0,6.22,6.22,0,0.0,0.0,-4.52,-3.93,0.59,Divorced,unemployed,college,White,noneFinance,owner,High,No,40-60,1990s
1102,1249,783,1999,0,3,33,0.12,16.44,5.22,15.65,0,0.0,0.0,2.58,2.58,0.0,Divorced,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s
1104,1251,1860,1999,1,3,31,5.87,130.93,14.48,43.45,1,29.36,0.0,81.02,91.59,10.57,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
1106,1254,5645,1999,0,3,55,58.71,56.95,11.96,35.87,1,352.27,140.91,692.8,851.33,158.52,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1107,1255,5959,1999,2,2,31,4.7,79.85,15.49,30.99,1,42.27,0.0,66.93,66.93,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s
1109,1259,2720,1999,0,5,44,0.0,50.02,9.49,47.46,0,0.0,0.0,14.09,31.7,17.61,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1110,1260,4554,1999,1,2,51,2.35,100.4,17.63,35.26,0,0.0,0.0,-1.17,36.4,37.58,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1111,1261,1756,1999,0,2,51,15.27,29.29,10.53,21.07,0,0.0,0.0,25.83,25.83,0.0,Widowed,employed,highSchool,White,noneFinance,renter,Low,No,40-60,1990s
1114,1264,2039,1999,0,4,40,2.35,10.57,6.91,27.62,0,0.0,0.0,13.74,9.04,-4.7,Divorced,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s
1115,1265,4272,1999,0,4,57,9.39,32.88,3.86,15.42,0,0.0,0.0,12.21,65.05,52.84,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1116,1266,4083,1999,3,3,35,0.35,29.64,7.42,22.26,0,0.0,0.0,-2.0,-2.0,0.0,Separated,employed,college,White,noneFinance,renter,High,No,20-40,1990s
1117,1267,3953,1999,0,3,40,0.29,29.0,8.81,26.44,0,0.0,1.17,1.47,71.92,70.45,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s
1118,1268,6204,1999,2,4,36,5.87,55.19,6.27,25.09,1,14.09,18.79,55.78,55.78,0.0,Separated,employed,college,White,noneFinance,renter,High,No,20-40,1990s
1119,1269,3277,1999,1,1,52,1.76,35.23,25.4,25.4,0,0.0,0.0,95.7,105.09,9.39,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1120,1270,5331,1999,5,3,33,3.52,54.48,17.96,53.87,0,0.0,0.0,137.39,160.87,23.48,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
1121,1271,3300,1999,0,2,39,0.23,30.04,8.32,16.63,0,0.0,0.67,51.98,51.98,0.0,neverMarried,employed,college,White,noneFinance,renter,High,No,20-40,1990s
1122,1272,4227,1999,0,2,59,2.35,61.06,14.16,28.31,0,0.0,0.0,14.09,14.09,0.0,Divorced,employed,highSchool,White,noneFinance,renter,Low,No,40-60,1990s
1123,1273,4229,1999,0,3,55,14.09,135.04,16.64,49.91,0,0.0,0.0,237.2,305.3,68.11,Separated,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1125,1275,2539,1999,1,2,58,0.0,0.0,14.77,29.54,0,0.0,0.0,0.7,7.75,7.05,Widowed,unemployed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s
1126,1276,6207,1999,1,4,37,0.0,32.88,4.7,18.81,0,0.0,0.0,16.44,49.32,32.88,Married,unemployed,highSchool,White,noneFinance,owner,Low,No,20-40,1990s
1128,1278,5952,1999,8,1,36,0.0,5.87,3.76,3.76,0,0.0,0.0,0.82,0.82,0.0,Divorced,employed,highSchool,AmericanIndian,noneFinance,renter,Low,No,20-40,1990s
1129,1279,3623,1999,1,4,47,1.17,55.89,9.03,36.13,0,0.0,0.0,16.44,129.17,112.73,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s
1130,1280,5538,1999,1,3,46,0.23,21.98,5.14,15.42,0,0.0,0.12,-7.22,-7.22,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s
1134,1284,796,1999,0,2,59,2.94,63.63,9.9,19.8,0,0.0,7.05,147.95,277.12,129.17,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1135,1285,5911,1999,0,3,36,0.47,82.2,11.61,34.84,0,0.0,0.0,-18.32,-10.1,8.22,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
1136,1286,5773,1999,0,5,34,0.7,73.98,5.9,29.49,0,0.0,0.0,-1.64,15.97,17.61,Married,employed,college,AmericanIndian,noneFinance,owner,High,No,20-40,1990s
1138,1289,2210,1999,0,2,58,23.48,37.58,11.21,22.41,1,117.42,23.48,175.55,285.93,110.38,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1140,1292,1539,1999,0,3,39,0.12,17.03,4.09,12.26,0,0.0,0.0,14.8,14.8,0.0,Divorced,employed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s
1142,1297,4017,1999,1,3,57,9.39,132.69,22.88,68.63,1,7.05,46.97,302.95,396.89,93.94,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1143,1298,3952,1999,0,1,55,0.0,91.59,33.31,33.31,0,0.0,70.45,84.55,189.05,104.51,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1144,1299,4182,1999,0,2,31,1.17,176.14,21.39,42.77,1,23.48,0.0,44.62,79.85,35.23,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
1145,1300,4686,1999,0,4,55,17.61,44.62,7.68,30.71,1,11.51,211.36,539.92,757.15,217.23,Married,unemployed,postGraduate,Asian,noneFinance,owner,High,No,40-60,1990s
1147,1302,795,1999,0,6,33,0.0,42.27,4.09,24.52,0,0.0,0.0,4.7,18.79,14.09,Married,employed,highSchool,White,noneFinance,owner,Low,No,20-40,1990s
1150,1305,5371,1999,0,1,42,5.87,75.15,39.08,39.08,1,54.02,7.05,72.8,82.2,9.39,Divorced,employed,postGraduate,White,finance,owner,High,Yes,40-60,1990s
1151,1306,4979,1999,0,3,36,0.0,48.14,5.69,17.08,0,0.0,0.0,11.74,27.59,15.85,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
1152,1307,5921,1999,0,4,50,23.48,118.6,15.3,61.19,0,0.0,0.0,0.0,82.2,82.2,Married,employed,postGraduate,Black,noneFinance,owner,High,No,40-60,1990s
1153,1308,3220,1999,3,1,58,117.42,17.61,22.34,22.34,1,5.87,0.0,530.76,636.44,105.68,Widowed,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1154,1309,3221,1999,0,4,37,9.39,109.2,7.47,29.86,0,0.0,0.0,52.84,170.27,117.42,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
1155,1310,5541,1999,0,2,31,2.35,68.11,16.81,33.61,0,0.0,0.0,129.17,152.65,23.48,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
1156,1311,5455,1999,0,1,51,0.0,37.58,19.85,19.85,0,0.0,0.0,-1.17,-1.17,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s
1157,1312,5052,1999,1,4,55,11.74,103.33,18.47,73.9,1,3.52,0.0,-31.7,27.01,58.71,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1160,1315,2912,1999,1,4,42,0.0,73.98,7.94,31.74,0,0.0,0.0,4.7,71.63,66.93,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1161,1316,885,1999,0,4,43,7.05,75.27,8.91,35.63,0,0.0,0.0,18.79,247.77,228.98,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1162,1318,2517,1999,0,4,33,7.05,69.28,9.48,37.93,1,29.36,0.0,64.58,99.81,35.23,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
1164,1320,5395,1999,2,2,34,2.35,91.59,15.95,31.9,0,0.0,0.0,9.39,18.79,9.39,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
1165,1321,5396,1999,1,3,41,4.7,96.88,11.49,34.47,0,0.0,21.14,38.75,124.47,85.72,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1166,1322,1479,1999,0,2,54,9.39,111.55,24.15,48.3,1,17.61,4.7,22.9,140.32,117.42,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1168,1324,2305,1999,0,4,48,117.42,62.23,9.61,38.45,0,0.0,0.0,136.21,429.77,293.56,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1169,1325,2028,1999,0,2,45,27.01,67.52,7.27,14.55,0,0.0,0.0,41.69,182.59,140.91,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1170,1326,1112,1999,0,1,34,1.53,35.23,26.11,26.11,0,0.0,0.0,-3.32,3.14,6.46,neverMarried,employed,college,White,noneFinance,owner,High,No,20-40,1990s
1171,1327,996,1999,0,1,33,19.96,58.71,21.28,21.28,1,14.38,58.71,115.96,115.96,0.0,neverMarried,employed,postGraduate,White,noneFinance,renter,High,No,20-40,1990s
1172,1329,656,1999,0,1,34,44.62,76.33,16.35,16.35,1,52.84,0.0,117.42,117.42,0.0,neverMarried,employed,postGraduate,White,finance,renter,High,Yes,20-40,1990s
1173,1330,6855,1999,0,1,31,3.52,46.97,14.58,14.58,1,17.61,0.0,32.88,85.72,52.84,neverMarried,employed,college,White,noneFinance,owner,High,No,20-40,1990s
1176,1333,2726,1999,1,5,40,0.59,21.14,6.35,31.74,0,0.0,0.0,-13.5,22.9,36.4,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1177,1334,6139,1999,0,3,43,0.59,38.75,11.14,33.41,0,0.0,0.0,12.33,12.33,0.0,Married,employed,college,White,noneFinance,renter,High,No,40-60,1990s
1178,1335,4007,1999,0,3,45,1.41,96.29,14.74,44.21,1,7.05,0.0,3.76,3.76,0.0,Married,employed,college,White,noneFinance,renter,High,No,40-60,1990s
1179,1336,884,1999,6,4,39,2.94,49.13,15.08,60.33,0,0.0,0.0,21.14,252.46,231.33,Married,employed,highSchool,AmericanIndian,noneFinance,owner,Low,No,20-40,1990s
1180,1337,3505,1999,0,2,51,1.53,47.18,22.45,44.9,1,56.36,44.62,169.44,275.12,105.68,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1182,1339,687,1999,0,1,40,29.36,176.14,33.36,33.36,1,117.42,5.87,157.35,157.35,0.0,neverMarried,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s
1184,1342,6639,1999,0,3,51,9.39,130.93,15.43,46.3,1,5.87,0.0,36.4,118.6,82.2,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1186,1344,2979,1999,0,3,53,1.17,91.59,13.7,41.1,0,0.0,117.42,257.75,328.2,70.45,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s
1187,1345,5692,1999,0,1,46,58.71,98.64,12.56,12.56,1,176.14,117.42,399.24,487.31,88.07,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1188,1346,988,1999,1,3,51,5.87,99.81,21.58,64.74,0,0.0,0.0,120.12,219.94,99.81,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1191,1349,4175,1999,0,5,50,23.48,86.89,9.82,49.12,0,0.0,70.45,197.27,361.67,164.39,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1193,1351,5390,1999,0,1,32,4.7,0.0,28.83,28.83,0,0.0,0.0,38.16,38.16,0.0,neverMarried,employed,college,White,noneFinance,renter,High,No,20-40,1990s
1194,1352,6345,1999,1,3,37,2.7,58.71,8.18,24.54,1,3.29,9.39,7.16,20.08,12.92,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
1196,1354,6547,1999,2,4,43,1.41,115.08,5.91,23.64,1,23.48,234.85,272.66,320.8,48.14,Divorced,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1197,1355,886,1999,0,1,57,8.22,55.78,14.5,14.5,1,70.45,82.2,246.59,278.88,32.29,Divorced,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1198,1356,4837,1999,0,5,43,0.59,78.67,7.03,35.17,0,0.0,0.0,-19.38,36.99,56.36,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1200,1358,4799,1999,0,5,37,10.57,84.55,11.28,56.41,0,0.0,11.74,14.09,57.54,43.45,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
1201,1359,3173,1999,0,4,36,17.61,146.78,15.11,60.46,1,123.3,0.0,139.15,243.66,104.51,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
1202,1360,1441,1999,3,1,55,0.12,21.14,12.77,12.77,0,0.0,0.0,0.12,0.12,0.0,Widowed,employed,college,White,noneFinance,renter,High,No,40-60,1990s
1203,1361,5496,1999,2,3,31,1.41,47.32,12.2,36.59,0,0.0,0.0,5.52,5.52,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s
1205,1363,4328,1999,0,2,49,2.35,125.64,20.44,40.89,1,70.45,176.14,282.99,400.42,117.42,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1206,1364,6761,1999,1,4,34,5.28,111.55,10.29,41.15,0,0.0,0.0,5.28,64.0,58.71,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
1208,1366,5890,1999,0,1,41,0.0,34.05,3.05,3.05,0,0.0,0.0,-17.61,-17.38,0.23,Divorced,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s
1211,1369,613,1999,1,2,47,11.74,74.21,14.34,28.68,0,0.0,0.0,124.47,162.63,38.16,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1213,1371,1447,1999,1,2,48,0.59,28.18,18.01,36.02,1,0.59,0.0,14.09,24.66,10.57,Married,unemployed,college,White,noneFinance,owner,High,No,40-60,1990s
1214,1372,1747,1999,0,2,47,5.87,83.37,12.52,25.04,0,0.0,0.0,63.41,114.49,51.08,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1215,1373,959,1999,0,4,30,3.52,45.8,6.95,27.81,0,0.0,23.48,39.92,56.36,16.44,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
1216,1374,265,1999,0,2,47,11.74,61.06,14.33,28.66,0,0.0,0.0,36.99,59.3,22.31,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1218,1376,851,1999,0,2,31,58.71,46.97,23.56,47.11,1,29.36,0.0,417.44,464.41,46.97,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
1219,1377,2266,1999,0,2,58,5.87,31.41,9.04,18.08,0,0.0,0.0,11.51,79.85,68.34,Married,unemployed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s
1220,1378,2166,1999,0,2,30,0.0,38.28,7.39,14.78,0,0.0,0.0,-13.39,-13.39,0.0,Married,employed,college,White,noneFinance,renter,High,No,20-40,1990s
1221,1379,2968,1999,1,4,42,7.05,72.8,6.96,27.84,0,0.0,0.0,18.79,97.46,78.67,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1222,1380,2850,1999,0,3,49,4.7,31.7,6.75,20.26,1,15.27,0.0,31.7,109.2,77.5,Married,unemployed,college,White,noneFinance,owner,High,No,40-60,1990s
1225,1383,2715,1999,2,3,38,17.61,117.42,15.57,46.71,0,0.0,176.14,228.98,293.56,64.58,Divorced,employed,college,White,noneFinance,owner,High,No,20-40,1990s
1226,1384,1468,1999,0,4,36,3.52,61.06,7.94,31.76,0,0.0,0.0,2.35,43.45,41.1,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
1227,1385,2392,1999,0,2,34,15.27,193.98,24.85,49.69,1,117.42,11.74,359.91,349.34,-10.57,neverMarried,employed,highSchool,White,noneFinance,owner,Low,No,20-40,1990s
1228,1387,3511,1999,0,3,41,1.76,52.84,9.84,29.53,1,3.52,0.0,16.56,31.82,15.27,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1229,1388,280,1999,0,1,52,2.35,58.48,34.65,34.65,1,1.17,2.35,-9.98,-9.98,0.0,Divorced,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s
1230,1389,198,1999,0,2,47,9.39,117.42,25.67,51.33,0,0.0,82.2,388.67,499.05,110.38,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1231,1391,844,1999,0,2,40,14.09,89.52,8.84,17.69,0,0.0,203.09,342.35,518.49,176.14,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1232,1392,1170,1999,0,2,38,35.23,92.18,34.91,69.82,1,29.36,0.0,111.55,211.36,99.81,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
1234,1394,1599,1999,8,1,49,0.7,20.78,18.02,18.02,1,5.87,9.39,21.84,57.07,35.23,Divorced,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s
1235,1395,6243,1999,2,1,32,2.35,37.58,42.1,42.1,0,0.0,0.0,14.09,14.09,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s
1237,1397,3256,1999,0,2,56,1.76,38.16,7.25,14.5,1,1.17,0.0,7.63,36.99,29.36,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s
1238,1398,5443,1999,3,4,35,0.7,30.53,6.3,25.2,0,0.0,0.59,-9.28,-9.28,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s
1239,1399,5442,1999,1,3,52,2.35,46.6,9.73,29.2,0,0.0,46.97,44.62,82.2,37.58,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1242,1402,1012,1999,0,4,53,5.87,13.68,7.17,28.69,1,41.1,0.0,205.49,252.46,46.97,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1244,1404,5469,1999,0,3,30,5.87,38.16,10.72,32.16,0,0.0,0.0,17.03,58.12,41.1,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
1245,1405,2950,1999,8,1,38,0.0,19.96,9.91,9.91,0,0.0,0.0,1.17,1.17,0.0,Separated,unemployed,college,Black,noneFinance,renter,High,No,20-40,1990s
1247,1407,170,1999,0,4,52,0.0,34.05,4.37,17.49,0,0.0,0.0,0.0,0.0,0.0,Widowed,employed,highSchool,Black,noneFinance,renter,Low,No,40-60,1990s
1249,1409,3974,1999,0,1,50,2.58,48.61,22.26,22.26,0,0.0,0.0,-10.33,-10.33,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s
1252,1412,3219,1999,0,2,53,11.74,85.32,12.41,24.81,1,305.3,58.71,399.24,447.39,48.14,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1253,1413,4999,1999,0,1,36,0.0,31.7,10.52,10.52,0,0.0,0.0,0.0,0.0,0.0,Divorced,employed,highSchool,Latino,noneFinance,renter,Low,No,20-40,1990s
1254,1414,1149,1999,0,4,38,0.0,152.9,14.09,56.37,0,0.0,0.0,-22.9,47.56,70.45,Married,employed,highSchool,White,noneFinance,owner,Low,No,20-40,1990s
1255,1415,4798,1999,3,3,33,0.7,0.0,5.49,16.48,0,0.0,0.0,26.54,108.73,82.2,Divorced,unemployed,highSchool,Latino,noneFinance,owner,Low,No,20-40,1990s
1257,1417,950,1999,2,3,30,0.0,24.19,9.36,28.08,0,0.0,0.0,-2.82,-2.82,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s
1258,1418,4962,1999,3,3,30,0.59,24.66,9.45,28.35,0,0.0,0.0,1.76,1.76,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,20-40,1990s
1262,1423,4024,1999,0,2,52,7.63,35.23,7.89,15.78,0,0.0,0.0,395.95,495.77,99.81,Married,employed,highSchool,White,noneFinance,owner,Low,No,40-60,1990s
1264,1426,6185,1999,0,2,55,3.52,72.8,39.07,78.15,0,0.0,14.09,198.45,245.42,46.97,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1265,1427,2907,1999,0,3,41,2.35,110.38,12.6,37.8,0,0.0,0.0,4.7,4.7,0.0,Married,employed,college,White,noneFinance,renter,High,No,40-60,1990s
1266,1428,4363,1999,0,2,39,1.88,49.32,23.01,46.02,0,0.0,0.0,3.05,3.05,0.0,Married,unemployed,highSchool,White,noneFinance,renter,Low,No,20-40,1990s
1268,1430,1704,1999,0,4,46,0.7,94.06,11.04,44.18,1,293.56,4.7,346.99,346.99,0.0,Married,employed,postGraduate,White,noneFinance,renter,High,No,40-60,1990s
1269,1432,4450,1999,0,4,40,23.48,187.88,9.97,39.89,1,43.45,352.27,555.42,728.03,172.61,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1270,1433,4715,1999,1,4,37,3.52,89.24,16.9,67.59,0,0.0,71.63,65.76,135.04,69.28,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
1271,1434,6033,1999,1,4,51,0.0,34.05,17.57,70.29,0,0.0,0.0,4.11,4.11,0.0,Married,employed,postGraduate,White,finance,owner,High,Yes,40-60,1990s
1273,1438,607,1999,1,2,52,0.0,176.14,35.67,71.35,1,58.71,0.0,51.67,122.12,70.45,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1274,1439,1180,1999,0,1,32,2.11,38.75,11.69,11.69,0,0.0,0.0,2.7,2.7,0.0,neverMarried,employed,college,White,noneFinance,renter,High,No,20-40,1990s
1280,1445,1740,1999,0,3,53,19.96,126.82,17.39,52.17,0,0.0,0.0,57.54,145.61,88.07,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1281,1446,5727,1999,0,2,48,0.0,89.24,14.99,29.99,0,0.0,0.0,28.18,30.53,2.35,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1285,1450,2818,1999,4,2,55,0.0,15.31,5.34,10.69,0,0.0,0.0,0.0,0.0,0.0,Married,employed,highSchool,White,noneFinance,renter,Low,No,40-60,1990s
1286,1451,1922,1999,1,3,50,0.23,46.91,14.13,42.4,0,0.0,0.0,-9.75,-9.75,0.0,Divorced,employed,college,White,noneFinance,renter,High,No,40-60,1990s
1288,1453,543,1999,0,1,40,3.52,69.98,17.7,17.7,0,0.0,0.0,4.4,11.45,7.05,Separated,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1289,1454,2935,1999,1,4,36,0.0,93.94,6.66,26.62,0,0.0,0.0,-4.7,2.35,7.05,Married,unemployed,college,White,noneFinance,owner,High,No,20-40,1990s
1290,1455,545,1999,1,3,45,1.17,83.84,9.03,27.08,1,21.14,17.61,61.06,137.39,76.33,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1291,1456,3138,1999,0,4,41,2.35,82.2,6.12,24.46,1,11.74,35.23,141.5,352.86,211.36,neverMarried,employed,college,White,noneFinance,owner,High,No,40-60,1990s
1292,1458,6564,1999,0,3,35,1.64,82.78,20.7,62.1,0,0.0,0.0,93.23,187.17,93.94,Married,employed,college,White,noneFinance,owner,High,No,20-40,1990s
1295,1461,5629,1999,0,5,48,41.1,97.46,10.06,50.32,0,0.0,21.14,86.19,234.14,147.95,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1296,1462,5456,1999,0,5,46,19.96,87.48,6.32,31.61,1,35.23,0.0,82.2,214.89,132.69,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1297,1463,6621,1999,0,5,45,7.05,106.86,9.99,49.93,0,0.0,117.42,122.12,233.67,111.55,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1298,1464,5663,1999,0,5,39,5.28,95.7,10.46,52.3,1,82.2,0.0,107.44,251.88,144.43,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
1299,1465,4475,1999,0,1,37,15.27,44.62,21.91,21.91,1,1.76,41.1,65.17,95.7,30.53,neverMarried,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
1300,1466,5522,1999,1,4,30,7.05,55.19,6.0,24.02,1,23.48,9.39,47.56,88.66,41.1,Married,employed,postGraduate,White,noneFinance,owner,High,No,20-40,1990s
1301,1467,6394,1999,0,4,47,4.7,54.02,12.02,48.08,1,29.36,46.97,170.27,257.16,86.89,Married,employed,postGraduate,White,noneFinance,owner,High,No,40-60,1990s
1303,1469,5801,1999,0,4,42,4.7,66.1,8.0,32.01,0,0.0,2.35,31.82,79.97,48.14,Married,employed,college,White,noneFinance,owner,High,No,40-60,1990s
